,,index,"índices"
,,minimize,"minimizar"
,,minimize,"mitigarlo"
,,minimizing,"minimizar"
,,armed,"armada"
,,navy,"armada"
,,delivery,"reparto"
,,casting,"reparto"
,,casting,"elenco"
,,laughing,"reír"
,,laughing,"risa"
,,himself,"propio"
,,itself,"propio"
,,itself,"propia"
,,experiencing,"padeciendo"
,,furnace,"horno"
,,painted,"pintar"
,,industrial,"industría"
,,porn,"industría"
,,item,"objeto"
,,subject,"objeto"
,,consumers,"consumidores"
,,consumer,"consumidores"
,,users,"consumidores"
,,minor,"menor"
,,younger,"joven"
,,younger,"menor"
,,poorest,"pobres"
,,poorer,"pobres"
,,poorer,"pobreza"
,,dent,"mella"
,,toll,"mella"
,,nick,"mella"
,,straw,"colmo"
,,charisma,"carisma"
,,charismatic,"carisma"
,,hail,"ave"
,,ave,"ave"
,,brit,"británico"
,,britain,"británicas"
,,britain,"británico"
,,britain,"inglaterra"
,,constant,"constantes"
,,vitals,"constantes"
,,ladies,"ancianas"
,,ladies,"mujeres"
,,portcullis,"rastrillo"
,,keeps,"mantiene"
,,invest,"invierte"
,,invests,"invierte"
,,reverse,"invierte"
,,capability,"capacidad"
,,outcome,"resultado"
,,results,"resultado"
,,known,"conocido"
,,known,"sabido"
,,met,"conocido"
,,met,"conocer"
,,met,"coincidido"
,,horseback,"caballo"
,,horses,"caballo"
,,murders,"homicidios"
,,murders,"crímenes"
,,murders,"asesinatos"
,,banner,"letrero"
,,banner,"bandera"
,,flagpole,"bandera"
,,tune,"mejoria"
,,tune,"canción"
,,songs,"canción"
,,gate,"puerta"
,,gate,"reja"
,,span,"abarcan"
,,encompass,"abarcan"
,,issues,"temas"
,,issues,"cuestiones"
,,brink,"borde"
,,verge,"borde"
,,hating,"odiar"
,,fans,"fan"
,,groupie,"fan"
,,produce,"produce"
,,produce,"producir"
,,producing,"producir"
,,improvement,"mejoria"
,,improvement,"mejora"
,,improvement,"mejoras"
,,gets,"recibe"
,,gets,"llega"
,,gets,"mejora"
,,gets,"encarecen"
,,implemented,"implementen"
,,implemented,"implementan"
,,effect,"efectos"
,,effect,"implementen"
,,tempest,"tempestad"
,,blizzard,"tempestad"
,,once,"vez"
,,towards,"hacia"
,,into,"hacia"
,,blamed,"culpado"
,,blaming,"culpado"
,,blaming,"culpar"
,,fulfill,"cumplir"
,,backup,"apoyo"
,,backup,"respaldo"
,,supportive,"apoyo"
,,bate,"bate"
,,fortress,"fortaleza"
,,fort,"fortaleza"
,,able,"pudieron"
,,talking,"hablar"
,,talking,"habla"
,,candela,"candela"
,,lay,"recostar"
,,lay,"reclinar"
,,nation,"país"
,,petrol,"petróleo"
,,petrol,"combustible"
,,petrol,"petroleo"
,,petrol,"gasolina"
,,atmosphere,"ambiente"
,,mood,"ambiente"
,,mood,"humor"
,,leading,"encabezando"
,,leading,"liderar"
,,heading,"encabezando"
,,kicking,"patear"
,,summertime,"verano"
,,midsummer,"verano"
,,ropes,"cuerdas"
,,strings,"cuerdas"
,,string,"cuerdas"
,,holy,"latín"
,,listening,"escuchar"
,,measuring,"medir"
,,alerted,"alertado"
,,tipped,"alertado"
,,café,"café"
,,density,"densidades"
,,density,"densidad"
,,densely,"densidad"
,,tobacco,"tabaco"
,,raining,"llover"
,,arms,"brazo"
,,lately,"últimamente"
,,days,"últimamente"
,,days,"tiempos"
,,indifferent,"indiferente"
,,nonchalant,"indiferente"
,,medical,"médico"
,,medical,"facultativos"
,,showed,"mostró"
,,shown,"mostró"
,,resource,"recursos"
,,resource,"recurso"
,,resourceful,"recursos"
,,advance,"avanzar"
,,grows,"cultiva"
,,dead,"muerte"
,,died,"morir"
,,died,"muerte"
,,occasion,"acontecimiento"
,,billboard,"valla"
,,bill,"factura"
,,invoice,"factura"
,,special,"especial"
,,online,"línea"
,,timeline,"línea"
,,oriented,"orientados"
,,geared,"orientados"
,,facing,"orientados"
,,merry,"frasada"
,,blankie,"frasada"
,,reservation,"reserva"
,,reserve,"reserva"
,,reservations,"reserva"
,,gravity,"densidades"
,,serving,"servir"
,,apparently,"parecer"
,,belongs,"pertenece"
,,belong,"pertenece"
,,militia,"milicia"
,,horniness,"calentura"
,,horny,"calentura"
,,wrong,"pasa"
,,wrong,"sucede"
,,going,"ir"
,,going,"sucede"
,,going,"pasa"
,,going,"subiendo"
,,going,"ocurre"
,,going,"van"
,,going,"va"
,,repeatedly,"reiteradamente"
,,washing,"lavar"
,,automobile,"automovil"
,,augusto,"augusto"
,,augustus,"augusto"
,,august,"augusto"
,,personal,"personal"
,,personnel,"personal"
,,cultured,"cultivadas"
,,cultured,"cultivada"
,,cultivated,"cultivadas"
,,cultivated,"cultivada"
,,next,"junto"
,,next,"vecino"
,,next,"nueva"
,,narrow,"estrechas"
,,narrow,"estrechos"
,,narrow,"reducir"
,,narrow,"estrecha"
,,tight,"estrechas"
,,tight,"estrechos"
,,tight,"estrecha"
,,residue,"residuo"
,,residual,"residuo"
,,hunting,"caza"
,,hunt,"caza"
,,fighter,"caza"
,,sweating,"sudor"
,,sweating,"sudar"
,,perspiration,"sudor"
,,courthouse,"juzgado"
,,judged,"juzgado"
,,security,"seguridad"
,,safety,"seguridad"
,,custom,"medida"
,,mill,"fábrica"
,,chosen,"optado"
,,opted,"optado"
,,later,"tarde"
,,later,"después"
,,lipstick,"lápiz"
,,lipstick,"labio"
,,noses,"nariz"
,,nostrils,"nariz"
,,understood,"entendía"
,,thanksgiving,"acción"
,,independent,"independencia"
,,revolutionary,"independencia"
,,revolutionary,"revolución"
,,testified,"declaró"
,,snowman,"nieve"
,,guessing,"adivinar"
,,tenders,"suministradores"
,,paella,"suministradores"
,,took,"aprovechó"
,,molar,"muela"
,,strive,"esfuerzan"
,,pickers,"recolectoras"
,,pickers,"recolectores"
,,collectors,"recolectoras"
,,collectors,"recolectores"
,,reviewed,"revisado"
,,helping,"ayudar"
,,totalitarian,"totalitarios"
,,authoritarianistical,"totalitarios"
,,totalitaristically,"totalitarios"
,,uk,"británicas"
,,peanut,"mantequilla"
,,peanutbutter,"mantequilla"
,,considers,"considera"
,,scout,"explorar"
,,weaker,"débiles"
,,weaker,"débil"
,,weakest,"débiles"
,,weakest,"débil"
,,flush,"jalar"
,,flush,"enjuagar"
,,rinsing,"enjuagar"
,,exhaust,"agotar"
,,taking,"llevan"
,,taking,"llevando"
,,taking,"tomarse"
,,taking,"dando"
,,taking,"asumir"
,,withdraw,"retirar"
,,produced,"produjo"
,,produced,"produjeron"
,,location,"localización"
,,location,"posición"
,,locator,"localización"
,,reported,"informó"
,,reported,"informado"
,,informed,"informó"
,,informed,"informado"
,,ought,"debería"
,,temperature,"fiebre"
,,feverish,"fiebre"
,,derived,"derivadas"
,,derivative,"derivadas"
,,derivatives,"derivadas"
,,pr,"pr"
,,f,"pr"
,,hardly,"raramente"
,,hardly,"apenas"
,,aged,"edad"
,,roja,"roja"
,,aware,"ciente"
,,aware,"concienciar"
,,aware,"percataran"
,,spin,"centrifugar"
,,mincing,"centrifugar"
,,spinning,"centrifugar"
,,neighborhood,"barrio"
,,neighbourhood,"barrio"
,,areas,"zonas"
,,zones,"zonas"
,,parts,"zonas"
,,gunpoint,"pistola"
,,curfew,"toque"
,,interested,"interés"
,,interests,"intereses"
,,interests,"interés"
,,invested,"invertido"
,,partnerships,"sociedades"
,,detriment,"detrimento"
,,detrimental,"detrimento"
,,hundred,"treinta"
,,lucky,"suerte"
,,padlocked,"candado"
,,gut,"instinto"
,,instincts,"instinto"
,,resort,"recurso"
,,asset,"recurso"
,,entire,"toda"
,,elders,"ancianos"
,,hits,"impacta"
,,impacts,"impacta"
,,grownup,"adulto"
,,pulling,"jalar"
,,ira,"ira"
,,wrath,"ira"
,,hospitable,"hospitalario"
,,hospitable,"hospitalaria"
,,hospitality,"hospitalaria"
,,surprised,"sorpresa"
,,surprised,"sorprender"
,,good,"bien"
,,good,"buenas"
,,good,"sirve"
,,culprit,"culpable"
,,using,"usar"
,,using,"uso"
,,comprehension,"comprensión"
,,sectors,"sectores"
,,sections,"sectores"
,,encouraging,"alentar"
,,cases,"casos"
,,keyhole,"cerradura"
,,locks,"cerradura"
,,decisions,"decisiones"
,,choices,"decisiones"
,,mankind,"humanidad"
,,plaster,"yeso"
,,drywall,"yeso"
,,risk,"riesgo"
,,risk,"peligro"
,,scholar,"académica"
,,tickety,"tiquete"
,,bringing,"traer"
,,text,"mensaje"
,,texted,"mensaje"
,,glove,"globito"
,,balloons,"globito"
,,rook,"torre"
,,torre,"torre"
,,burned,"quemar"
,,goldfish,"pez"
,,progress,"avances"
,,advancements,"avances"
,,assured,"garantizó"
,,assured,"aseguró"
,,felon,"criminal"
,,surpluses,"excedentes"
,,overages,"excedentes"
,,crossed,"crucen"
,,visitors,"visitante"
,,visiting,"visitante"
,,tied,"empate"
,,crash,"choque"
,,crash,"accidente"
,,accidentally,"accidente"
,,casserole,"cacerola"
,,dietary,"alimenticios"
,,frame,"estructura"
,,frame,"cuadro"
,,locked,"encerrada"
,,locked,"encerrar"
,,locked,"cerradas"
,,stuck,"encerrada"
,,cooped,"encerrada"
,,base,"base"
,,database,"base"
,,waking,"despertar"
,,chinaman,"chino"
,,chino,"chino"
,,wishing,"desear"
,,blooded,"sangre"
,,bloodshed,"sangre"
,,journey,"viaje"
,,journey,"trayecto"
,,bp,"presión"
,,strain,"presión"
,,offering,"ofrecer"
,,closed,"cerro"
,,closed,"cerradas"
,,shut,"cerradas"
,,shut,"cerrar"
,,quarter,"cuarto"
,,quarter,"moneda"
,,transferred,"transferir"
,,breeze,"brisa"
,,breezes,"brisa"
,,disorder,"afección"
,,rush,"apresurar"
,,hurry,"apresurar"
,,speed,"apresurar"
,,speed,"velocidad"
,,fee,"tasa"
,,performed,"realizado"
,,here,"venido"
,,here,"allí"
,,dread,"temor"
,,lap,"falda"
,,skirts,"falda"
,,skirts,"pollera"
,,suggest,"sugerir"
,,suggest,"sugerencia"
,,suggesting,"sugerir"
,,thrill,"emoción"
,,dwell,"hincapié"
,,release,"soltar"
,,release,"lanzamiento"
,,spielburgers,"spielberg"
,,arisen,"surgido"
,,contributions,"contribución"
,,input,"contribución"
,,third,"tercera"
,,iii,"tercera"
,,taken,"tomarse"
,,taken,"cogidos"
,,vic,"víctima"
,,legume,"legumbre"
,,tuber,"legumbre"
,,sake,"amor"
,,union,"unión"
,,bond,"unión"
,,latino,"latino"
,,hispanic,"latino"
,,lawns,"césped"
,,justifying,"justificando"
,,justify,"justificó"
,,justify,"justifica"
,,justify,"justificando"
,,condoning,"justificando"
,,solely,"únicamente"
,,voicemail,"voz"
,,goodnight,"buenas"
,,ironing,"planchar"
,,press,"planchar"
,,injury,"herida"
,,governments,"gobiernos"
,,administrations,"gobiernos"
,,outside,"fuera"
,,secret,"confidencia"
,,upbringing,"educación"
,,manners,"educación"
,,principles,"principios"
,,principle,"principios"
,,affected,"afectados"
,,affected,"afectar"
,,affected,"afectadas"
,,afflicted,"afectados"
,,general,"general"
,,headquarters,"general"
,,field,"campo"
,,camp,"campo"
,,older,"mayor"
,,older,"mayores"
,,switched,"cambió"
,,double,"doblar"
,,fold,"doblar"
,,inhospitable,"hospitalario"
,,raza,"raza"
,,protested,"protestó"
,,somehow,"modo"
,,somehow,"manera"
,,storing,"almacenar"
,,enjoying,"disfrutar"
,,actions,"acciones"
,,shares,"acciones"
,,building,"edificar"
,,building,"construir"
,,respond,"responden"
,,respond,"responder"
,,respected,"respetar"
,,renewable,"renovables"
,,renewables,"renovables"
,,nonrenewable,"renovables"
,,presentation,"presentación"
,,introduction,"presentación"
,,performance,"presentación"
,,teaching,"enseñar"
,,wrench,"llave"
,,keys,"llave"
,,amaze,"asombrar"
,,astonish,"asombrar"
,,astound,"asombrar"
,,bored,"aburrimiento"
,,section,"sección"
,,section,"sector"
,,platoon,"sección"
,,loud,"alta"
,,cellphone,"infermeras"
,,destroying,"destruir"
,,destroying,"destrucción"
,,destroyed,"destruir"
,,tries,"intenta"
,,tries,"esfuerza"
,,spectacular,"espectacular"
,,amazing,"asombroso"
,,amazing,"espectacular"
,,awesome,"asombroso"
,,awesome,"espectacular"
,,diverse,"diversa"
,,diverse,"variada"
,,diverse,"diverso"
,,miscellaneous,"diverso"
,,chowder,"sopa"
,,bisque,"sopa"
,,main,"principal"
,,main,"principales"
,,front,"frente"
,,front,"delante"
,,front,"principal"
,,comprehend,"comprender"
,,raises,"aumentos"
,,rehearsal,"ensayo"
,,essay,"ensayo"
,,commonwealth,"comunidad"
,,compound,"comunidad"
,,friends,"amigas"
,,girlfriends,"amigas"
,,sterling,"esterlinas"
,,quid,"esterlinas"
,,quid,"libras"
,,touchy,"delicado"
,,tracks,"vías"
,,track,"vías"
,,track,"vía"
,,track,"pista"
,,airway,"vías"
,,tragic,"tragedia"
,,bearskin,"oso"
,,wanting,"querer"
,,seldom,"raramente"
,,clients,"clientes"
,,client,"clientes"
,,client,"ciente"
,,common,"comúnes"
,,commonplace,"comúnes"
,,vulgar,"comúnes"
,,shores,"costas"
,,coast,"costas"
,,costas,"costas"
,,investigator,"detective"
,,investigator,"investigador"
,,di,"detective"
,,income,"renta"
,,rental,"renta"
,,inhabitants,"habitantes"
,,residents,"residente"
,,residents,"habitantes"
,,firing,"despedir"
,,needed,"necesitaba"
,,needed,"necesitan"
,,conclusions,"conclusión"
,,prom,"promoción"
,,thanks,"gracias"
,,sugars,"azúcar"
,,cotton,"azúcar"
,,newborn,"nacido"
,,unborn,"nacido"
,,covering,"cubrir"
,,young,"juventud"
,,young,"joven"
,,chandelier,"lámpara"
,,agenda,"intereses"
,,ant,"ciente"
,,bds,"sde"
,,sde,"sde"
,,bombing,"bomba"
,,judicial,"judicial"
,,miracles,"milagro"
,,already,"ya"
,,sort,"ordenar"
,,sort,"clase"
,,ordering,"ordenar"
,,defeats,"derrota"
,,calling,"llamar"
,,called,"llamar"
,,called,"avisado"
,,called,"llamada"
,,called,"llamaron"
,,created,"creado"
,,variable,"variable"
,,varying,"variable"
,,fickle,"variable"
,,incurred,"incurrió"
,,pulled,"incurrió"
,,magically,"magia"
,,magical,"magia"
,,oceans,"océano"
,,bullshit,"mentira"
,,performing,"actuando"
,,dug,"cavar"
,,dug,"contribuído"
,,cultural,"cultura"
,,cultural,"culturas"
,,evolved,"desarrollados"
,,advanced,"desarrollados"
,,finds,"encuentra"
,,fret,"traste"
,,ass,"patada"
,,ass,"traste"
,,apart,"traste"
,,evidence,"evidencia"
,,evidence,"prueba"
,,gang,"banda"
,,cargo,"carga"
,,associating,"asociar"
,,associated,"asociado"
,,associated,"asociar"
,,hands,"mano"
,,ladder,"escala"
,,layover,"escala"
,,cutting,"recortar"
,,cutting,"cortar"
,,chop,"cortar"
,,signing,"firmar"
,,signed,"firmar"
,,described,"descrito"
,,describe,"descrito"
,,describing,"descrito"
,,rigorous,"riguroso"
,,stickler,"riguroso"
,,thorough,"riguroso"
,,website,"página"
,,specially,"especialmente"
,,stopping,"detener"
,,stopping,"parar"
,,revolt,"revolución"
,,posted,"informado"
,,remind,"recordar"
,,closing,"cerrar"
,,justifies,"justifica"
,,justified,"justificó"
,,justified,"justifica"
,,sunshine,"sol"
,,sunlight,"sol"
,,lesser,"inferiores"
,,fair,"justo"
,,cleans,"limpia"
,,function,"desenvolverse"
,,adapted,"adaptación"
,,adapted,"adaptaron"
,,announce,"anunciar"
,,announcing,"anunciar"
,,council,"consejo"
,,cash,"dinero"
,,dough,"pasta"
,,dough,"dinero"
,,survival,"subsistencia"
,,survival,"sobrevivir"
,,surviving,"sobrevivir"
,,quantities,"cantidades"
,,numbers,"cantidades"
,,contrast,"contraposición"
,,bookend,"contraposición"
,,involvement,"participación"
,,participation,"participación"
,,share,"participación"
,,responsibilities,"responsabilidades"
,,duties,"responsabilidades"
,,crack,"quiebro"
,,crack,"quebrar"
,,conflicts,"conflicto"
,,conflicts,"conflictos"
,,strife,"conflictos"
,,doable,"factible"
,,feasible,"factible"
,,insists,"insiste"
,,insists,"insistencias"
,,insist,"insiste"
,,insisting,"insiste"
,,cells,"célula"
,,virus,"célula"
,,strike,"atacar"
,,strike,"ataque"
,,assault,"ataque"
,,men,"hombre"
,,spectacle,"espectaculo"
,,slipstream,"torbellino"
,,whirlwind,"torbellino"
,,vortex,"torbellino"
,,tranquilizers,"tranquilizantes"
,,tranquilizer,"tranquilizantes"
,,tranq,"tranquilizantes"
,,part,"papel"
,,part,"parte"
,,part,"pieza"
,,anywhere,"parte"
,,employee,"empleado"
,,employee,"empleados"
,,clerk,"empleado"
,,employed,"empleado"
,,used,"acostumbran"
,,used,"utilicen"
,,then,"pues"
,,then,"después"
,,zone,"zona"
,,local,"zona"
,,vest,"chaleco"
,,bulletproof,"chaleco"
,,insurance,"pólizas"
,,pomp,"pompa"
,,pageantry,"pompa"
,,stocks,"poblaciones"
,,if,"si"
,,fabric,"estructura"
,,stepping,"intensificación"
,,stepping,"incrementarán"
,,wasted,"desperdicio"
,,wasteful,"desperdicio"
,,buddy,"amigo"
,,invented,"invento"
,,invented,"inventado"
,,fiberglass,"vidrio"
,,leaves,"marche"
,,dares,"retos"
,,dares,"desafíos"
,,pounds,"libras"
,,pound,"libras"
,,sufferings,"sufrimientos"
,,repeating,"repetir"
,,tidal,"marea"
,,dizzy,"marea"
,,intonation,"enfasis"
,,strives,"esfuerza"
,,conflicted,"conflicto"
,,crawling,"gatear"
,,creep,"gatear"
,,vulnerability,"vulnerables"
,,vulnerabilities,"vulnerables"
,,spoil,"malograr"
,,ruin,"malograr"
,,observe,"observar"
,,watching,"observar"
,,terms,"condiciones"
,,she,"hallada"
,,becoming,"convertirse"
,,edged,"filo"
,,onions,"cebolla"
,,drummer,"tambor"
,,drummer,"bateria"
,,drums,"tambor"
,,drums,"bateria"
,,conquering,"conquistar"
,,remains,"permanece"
,,stays,"permanece"
,,endorsed,"contribuído"
,,whom,"cuales"
,,affect,"afectar"
,,affecting,"afectar"
,,mountains,"montaña"
,,coaster,"montaña"
,,solve,"solucionará"
,,hearts,"corazón"
,,sweetheart,"corazón"
,,sweetheart,"encanto"
,,lady,"anciana"
,,lady,"chica"
,,lady,"mujer"
,,spot,"acto"
,,spot,"punto"
,,ascent,"ascenso"
,,cleaver,"cuchillo"
,,owns,"posee"
,,possesses,"posee"
,,churches,"iglesia"
,,chapel,"iglesia"
,,pollute,"contaminan"
,,polluting,"contaminan"
,,contaminate,"contaminan"
,,selling,"vender"
,,learning,"aprender"
,,definitely,"duda"
,,certainly,"duda"
,,purposes,"efectos"
,,chemicals,"productos"
,,causes,"causas"
,,causes,"causa"
,,analyst,"analistas"
,,profilers,"analistas"
,,lodge,"logia"
,,loggia,"logia"
,,grin,"sonrisa"
,,smiling,"sonreír"
,,smiling,"sonrisa"
,,precisely,"precisamente"
,,exactly,"precisamente"
,,environmentalist,"ecologista"
,,congratulations,"felicitar"
,,compliment,"felicitar"
,,doubting,"dudar"
,,grudge,"resentimiento"
,,feelings,"sentimiento"
,,feelings,"resentimiento"
,,incentive,"incentivos"
,,inducements,"incentivos"
,,mature,"madura"
,,pronounced,"pronunciado"
,,spoken,"pronunciado"
,,uttered,"pronunciado"
,,exchange,"cambio"
,,finalize,"finalizar"
,,willing,"dispuestos"
,,ready,"dispuestos"
,,prepared,"dispuestos"
,,named,"llamada"
,,answered,"respondieron"
,,answered,"respondido"
,,sucks,"chupa"
,,sucking,"chupa"
,,adjust,"adaptarse"
,,adjusting,"adaptarse"
,,estimation,"estimación"
,,switch,"botón"
,,buttons,"botón"
,,pickup,"camioneta"
,,biggest,"mayores"
,,formal,"otoño"
,,smelling,"oler"
,,sniff,"oler"
,,complicated,"complicado"
,,tricky,"complicado"
,,disturb,"molestar"
,,upset,"molestar"
,,ensemble,"elenco"
,,crises,"crisis"
,,zorro,"zorro"
,,foxes,"zorro"
,,surprising,"sorprender"
,,homicide,"homicidios"
,,homicide,"homicidio"
,,homicide,"homicido"
,,manslaughter,"homicidio"
,,manslaughter,"homicido"
,,include,"incluye"
,,include,"incluía"
,,include,"incluyó"
,,collision,"choque"
,,banking,"banca"
,,plan,"planeado"
,,plan,"plan"
,,scheme,"plan"
,,forehead,"frente"
,,wonderful,"maravilla"
,,comtewas,"comte"
,,harboring,"albergar"
,,harbor,"albergar"
,,treated,"tratado"
,,treaty,"tratado"
,,towns,"pueblos"
,,villages,"pueblos"
,,performs,"realiza"
,,hunk,"pedazo"
,,toasts,"brindis"
,,second,"minuto"
,,manufactured,"desarrolados"
,,brought,"ocasionado"
,,butt,"cachete"
,,stoop,"rebaje"
,,stoop,"porche"
,,clue,"pista"
,,handbag,"bolso"
,,limits,"límites"
,,boundaries,"límites"
,,bounds,"límites"
,,chest,"cardíacas"
,,law,"justicia"
,,fairness,"justicia"
,,amateur,"aficionado"
,,fond,"aficionado"
,,skid,"patín"
,,besides,"además"
,,plus,"además"
,,firearms,"fuego"
,,refused,"negó"
,,refused,"rechazó"
,,denied,"negó"
,,inflationary,"inflación"
,,planning,"planeado"
,,fours,"cuatro"
,,via,"vía"
,,citizens,"ciudadanos"
,,citizen,"ciudadanos"
,,settling,"asentarse"
,,remembered,"acordar"
,,introduce,"presente"
,,providing,"proporcionar"
,,joins,"une"
,,binds,"une"
,,gcs,"glasgow"
,,glaswegian,"glasgow"
,,equal,"igualdad"
,,relationship,"relación"
,,connection,"relación"
,,relation,"relación"
,,canasta,"canasta"
,,hoop,"canasta"
,,reward,"premio"
,,foragers,"recolectoras"
,,livelihood,"subsistencia"
,,studies,"sociología"
,,twice,"veces"
,,worrying,"preocupante"
,,troubling,"preocupante"
,,negotiate,"negociar"
,,cheese,"patata"
,,potatoes,"patata"
,,humor,"humor"
,,humour,"humor"
,,distinct,"distintas"
,,shoots,"dispara"
,,before,"delante"
,,before,"ante"
,,brotherly,"confortabilidad"
,,swallowing,"tragar"
,,lips,"labio"
,,retired,"retirado"
,,retired,"retiró"
,,withdrew,"retiró"
,,dropped,"retiró"
,,vent,"ventilador"
,,overstepping,"sobrepasando"
,,pushing,"sobrepasando"
,,needs,"necesidades"
,,necessities,"necesidades"
,,wintertime,"invierno"
,,winters,"invierno"
,,account,"cuenta"
,,driving,"conducir"
,,driver,"conducir"
,,playa,"playa"
,,entrance,"entrada"
,,entry,"entrada"
,,blankets,"cobija"
,,stars,"estrella"
,,superstar,"estrella"
,,paid,"pagado"
,,mobile,"móvil"
,,mobile,"movilidad"
,,official,"funcionario"
,,official,"oficial"
,,servant,"funcionario"
,,earring,"pendiente"
,,pending,"pendiente"
,,slope,"pendiente"
,,ignoring,"ignorar"
,,disregard,"ignorar"
,,served,"sirvan"
,,hamlet,"aldea"
,,foundations,"cimentación"
,,cementification,"cimentación"
,,studio,"estudio"
,,studying,"estudio"
,,economics,"economía"
,,translating,"traducir"
,,pupil,"alumno"
,,snowing,"nevar"
,,birds,"pájaro"
,,woodpecker,"pájaro"
,,mysterious,"misterio"
,,mysteries,"misterio"
,,expensive,"encarecen"
,,expensive,"cara"
,,faces,"cara"
,,reside,"residir"
,,residing,"residir"
,,residence,"residir"
,,perform,"actuar"
,,homicides,"homicidios"
,,tact,"tacto"
,,tactful,"tacto"
,,pro,"pro"
,,pro,"profesional"
,,unprofessional,"profesional"
,,chains,"cadenas"
,,chain,"cadena"
,,chain,"cadenas"
,,networks,"cadenas"
,,providers,"proveedores"
,,vendors,"vendedores"
,,vendors,"proveedores"
,,inversion,"inversión"
,,reversal,"inversión"
,,culebra,"culebra"
,,garter,"culebra"
